MWSC,Name,Type,n_Type,RAJ2000,DEJ2000,GLON,GLAT,r0,r1,r2,pmRA,pmDE,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,SType,[Fe/H],e_[Fe/H],o_[Fe/H],Simbad,
927,ESO_426-26       , , ,99.075,-30.865,239.627,-16.523,0.018,0.075,0.155,0.48,0.96,       ,        ,0,2,17,54,1474,0.177,10.899,0.085,0.057,0,9.215,       ,    ,rem,        ,       ,0,Simbad,
928,FSR_1126         , , ,99.112,-7.32,217.77,-6.654,0.02,0.07,0.155,2.78,-5.06,       ,        ,0,3,16,73,2201,0.271,11.8,0.13,0.087,0,9.125,       ,    ,   ,        ,       ,0,Simbad,
929,Ruprecht_1       , , ,99.135,-14.193,224.011,-9.668,0.01,0.068,0.14,0.48,0.44,       ,        ,0,3,23,71,1204,0.146,10.45,0.07,0.047,0,8.79,       ,    ,   ,        ,       ,0,Simbad,
930,Collinder_104    , , ,99.112,4.773,206.971,-1.153,0.01,0.055,0.1,-1.99,-1.74,       ,        ,0,3,21,63,2025,0.833,11.8,0.4,0.267,0.01,8.5,       ,    ,   ,        ,       ,0,Simbad,
932,Basel_7          , , ,99.075,8.33,203.795,0.449,0.01,0.045,0.095,-2.59,-1.75,       ,        ,0,1,11,59,1560,0.416,11.1,0.2,0.133,0,8.105,       ,1,   ,        ,       ,0,Simbad,
933,Trumpler_5       , , ,99.12,9.47,202.802,1.012,0.04,0.225,0.35,-0.24,-0.37,       ,        ,0,37,474,792,2753,0.625,12.4,0.3,0.2,-0.04,9.5,       ,    ,var,-0.3,0.15,0,Simbad,
934,vdBergh_1        , , ,99.255,3.07,208.55,-1.808,0.02,0.1,0.195,-0.29,-0.53,19.3,1.57,4,6,55,156,1490,0.729,11.1,0.35,0.233,0,8.315,       ,    ,   ,        ,       ,0,Simbad,
935,FSR_1151         , , ,99.292,-10.085,220.344,-7.727,0.018,0.075,0.15,1.6,1.09,       ,        ,0,3,31,79,2864,0.979,12.6,0.47,0.313,0,8.89,0.046,13,   ,        ,       ,0,Simbad,
936,Collinder_106    , , ,99.307,6.07,205.908,-0.385,0.06,0.235,0.51,-2,0.5,28.7,4.99,5,25,104,304,1581,0.312,11.095,0.15,0.1,-0.04,6.415,       ,1,   ,        ,       ,0,Simbad,
937,Berkeley_24      , , ,99.45,-0.867,212.144,-3.435,0.025,0.07,0.16,2.07,1.35,       ,        ,0,14,61,213,5527,0.583,13.9,0.28,0.187,-0.02,9.21,       ,    ,   ,        ,       ,0,Simbad,
938,FSR_1092         , , ,99.424,-2.819,213.875,-4.346,0.02,0.085,0.16,-1.48,-1.89,       ,        ,0,2,41,109,1922,0.562,11.6,0.27,0.18,0,8.8,       ,    ,   ,        ,       ,0,Simbad,
940,NGC_2259         , , ,99.633,10.875,201.785,2.105,0.025,0.1,0.18,2.66,-2.38,       ,        ,0,13,66,117,3060,0.687,12.65,0.33,0.22,0,8.625,       ,    ,   ,0.07,       ,0,Simbad,
941,Collinder_110    , , ,99.675,2.035,209.663,-1.909,0.02,0.175,0.35,2.28,-2.55,       ,        ,0,7,246,623,2362,0.416,12,0.2,0.133,-0.03,9.22,0.01,70,   ,        ,       ,0,Simbad,
943,Collinder_107    , , ,99.625,4.635,207.328,-0.762,0.02,0.11,0.18,-2.5,-0.26,21.6,5.77,4,4,53,104,1447,0.416,10.936,0.2,0.133,0,7.165,0.016,3,   ,        ,       ,0,Simbad,
944,Collinder_111    , , ,99.708,6.915,205.34,0.357,0.01,0.053,0.115,-2.06,-1.6,32,        ,1,2,20,86,1191,0.062,10.4,0.03,0.02,-0.02,7.7,       ,    ,non,        ,       ,0,Simbad,
946,NGC_2262         , , ,99.915,1.14,210.569,-2.105,0.018,0.065,0.14,2.35,-0.06,       ,        ,0,9,41,117,2511,0.625,12.2,0.3,0.2,0,8.995,0.025,19,   ,-0.4,       ,0,Simbad,
947,FSR_1053         , , ,99.993,1.533,210.255,-1.856,0.02,0.08,0.15,0.83,-0.19,       ,        ,0,7,44,133,1202,0.312,10.5,0.15,0.1,-0.03,8.8,       ,    ,irc,        ,       ,0,Simbad,
948,FSR_0975         ,r,o,99.997,13.265,199.818,3.513,0.01,0.05,0.075,4.22,-1.64,       ,        ,0,1,17,26,4626,0.541,13.5,0.26,0.173,0.01,9.1,       ,    ,irc,        ,       ,0,Simbad,
949,vdBergh_83       , , ,100.035,-27.29,236.545,-14.365,0.018,0.065,0.12,4.43,2.85,       ,        ,0,3,10,24,1925,0.552,11.6,0.265,0.177,0,9.35,       ,    ,   ,        ,       ,0,Simbad,
950,FSR_1285         , , ,100.005,-28.77,237.94,-14.974,0.015,0.09,0.17,0.47,4.73,       ,        ,0,1,24,64,1685,0.208,11.2,0.1,0.067,0,8.67,0.012,2,   ,        ,       ,0,Simbad,
951,FSR_1082         , , ,100.027,-1.745,213.19,-3.321,0.02,0.08,0.165,2.42,1.83,       ,        ,0,6,38,130,4040,0.833,13.3,0.4,0.267,0.03,8.84,       ,    ,   ,        ,       ,0,Simbad,
952,FSR_0998         , , ,100.092,9.005,203.656,1.652,0.02,0.09,0.13,1.6,-2.27,       ,        ,0,3,29,47,1775,0.791,11.501,0.38,0.253,0,8.95,       ,    ,   ,        ,       ,0,Simbad,
953,FSR_1210         , , ,100.177,-17.16,227.167,-10.044,0.015,0.075,0.15,2.43,-0.9,       ,        ,0,4,28,75,3720,0.458,13,0.22,0.147,0,9.3,       ,    ,   ,        ,       ,0,Simbad,
954,NGC_2264         ,n,o,100.245,9.88,202.946,2.186,0.045,0.19,0.39,-2.05,-3.6,20.7,1.53,10,8,49,185,650,0.146,9.111,0.07,0.047,-0.055,6.75,       ,    ,   ,-0.15,       ,0,Simbad,
955,Berkeley_25      , , ,100.305,-16.495,226.611,-9.647,0.013,0.085,0.14,1.53,-2.21,134.3,0.2,4,2,20,39,11400,0.11,15.32,0.053,0.035,0,9.7,       ,    ,   ,-0.2,0.05,4,Simbad,
956,Ruprecht_2       , , ,100.254,-29.55,238.771,-15.078,0.01,0.04,0.09,-1.31,7.73,       ,        ,0,1,7,22,3161,0.625,12.7,0.3,0.2,0,8.945,0.028,5,non,        ,       ,0,Simbad,
957,Mon_OB1-D        ,n,o,100.267,9.6,203.205,2.078,0.03,0.1,0.195,0.03,-6.89,17.7,1.2,3,1,27,82,2647,1.978,12.75,0.95,0.634,0.09,8.23,0.049,6,irc,        ,       ,0,Simbad,
959,NGC_2265         , , ,100.437,11.91,201.223,3.279,0.015,0.075,0.13,0.46,-3.26,       ,        ,0,3,34,79,2892,0.604,12.5,0.29,0.193,0,7.25,0.016,3,non,        ,       ,0,Simbad,
960,FSR_1077         , , ,100.515,-0.883,212.644,-2.495,0.022,0.075,0.17,0.83,-0.07,       ,        ,0,6,27,116,1298,0.416,10.7,0.2,0.133,0,8.935,       ,    ,irc,        ,       ,0,Simbad,
962,Ruprecht_3       ,r,o,100.522,-29.445,238.765,-14.822,0.01,0.07,0.14,-0.02,4.64,       ,        ,0,1,10,39,1259,0,10.5,0,0,0,9.1,       ,1,rem,        ,       ,0,Simbad,
963,Dolidze_23       , , ,100.657,0.1,211.834,-1.92,0.03,0.11,0.21,2.05,-0.94,       ,        ,0,10,64,189,1195,0.042,10.4,0.02,0.013,0,8.65,       ,    ,dub,        ,       ,0,Simbad,
964,Alessi_15        , , ,100.762,1.675,210.48,-1.107,0.018,0.06,0.11,1.29,3.31,       ,        ,0,2,16,32,2362,0.416,12,0.2,0.133,-0.05,9.19,       ,    ,   ,        ,       ,0,Simbad,
965,FSR_0878         , , ,100.785,27.165,187.589,10.335,0.02,0.065,0.105,-2.51,-2.97,       ,        ,0,3,18,40,3744,0.104,12.9,0.05,0.033,-0.02,9.2,       ,    ,   ,        ,       ,0,Simbad,
966,NGC_2269         , , ,100.807,4.615,207.885,0.276,0.01,0.08,0.155,-0.5,-2,       ,        ,0,3,56,143,1585,0.312,11.101,0.15,0.1,0,8.665,       ,    ,   ,        ,       ,0,Simbad,
967,NGC_2266         , , ,100.834,26.985,187.773,10.298,0.025,0.07,0.125,-2.44,-4.17,       ,        ,0,9,27,47,3311,0,12.6,0,0,-0.04,9.265,0.036,14,   ,-0.39,       ,0,Simbad,
968,Alessi_16        , , ,100.89,2.175,210.093,-0.765,0.01,0.035,0.075,-0.98,-2.14,50.3,        ,0,1,9,26,2088,0.625,11.8,0.3,0.2,0,8.65,       ,1,   ,        ,       ,0,Simbad,
969,Teutsch_13       , , ,100.98,1.395,210.828,-1.042,0.018,0.06,0.135,-2.64,-3.72,       ,        ,0,5,20,104,2753,0.625,12.4,0.3,0.2,0,7.295,       ,1,   ,        ,       ,0,Simbad,
970,FSR_0999         , , ,100.972,9.425,203.678,2.617,0.02,0.09,0.16,-0.23,-2.26,       ,        ,0,5,32,85,1306,0.375,10.7,0.18,0.12,0,8.85,       ,    ,   ,        ,       ,0,Simbad,
971,NGC_2270         , , ,100.995,3.47,208.989,-0.08,0.03,0.09,0.2,1.75,-1.39,40,3.7,1,7,57,213,1415,0.146,10.801,0.07,0.047,-0.02,8.915,0.036,4,   ,        ,       ,0,Simbad,
972,Dolidze_24       ,r,c,101.182,1.735,210.618,-0.706,0.015,0.078,0.14,-1.46,-3.12,       ,        ,0,2,23,91,1261,0.146,10.55,0.07,0.047,-0.02,8.45,       ,1,   ,        ,       ,0,Simbad,
973,FSR_1303         , , ,101.182,-31.893,241.329,-15.253,0.01,0.06,0.11,-1.06,5.73,       ,        ,0,1,12,29,1833,0.26,11.4,0.125,0.083,0,9.175,       ,1,   ,        ,       ,0,Simbad,
974,Patchick_90      , , ,101.157,-0.56,212.649,-1.776,0.01,0.04,0.085,-0.44,-2.28,       ,        ,0,2,17,57,6365,0.562,14.2,0.27,0.18,0,8.95,       ,    ,   ,        ,       ,0,Simbad,
975,Dolidze_25       , , ,101.28,0.24,211.993,-1.302,0.01,0.06,0.12,0.7,-2.31,77.4,14.1,1,3,30,82,2800,0.666,12.45,0.32,0.213,-0.03,6.75,       ,    ,   ,        ,       ,0,Simbad,
976,SAI_69           , , ,101.367,-11.79,222.795,-6.658,0.01,0.036,0.07,3.03,2.83,       ,        ,0,3,14,40,7468,0.416,14.5,0.2,0.133,0,9.1,       ,    ,   ,        ,       ,0,Simbad,
977,ASCC_25          , , ,101.385,24.595,190.181,9.721,0.02,0.115,0.21,-0.6,-2.66,21.5,2.4,1,1,37,120,1989,0.333,11.6,0.16,0.107,0,9.1,       ,    ,   ,        ,       ,0,Simbad,
978,NGC_2287         , , ,101.512,-20.745,231.008,-10.437,0.04,0.2,0.44,-3.33,-0.75,24.5,1.2,9,10,114,302,769,0.062,9.45,0.03,0.02,0.008,8.25,       ,    ,   ,0.04,0.02,4,Simbad,
980,FSR_1167         , , ,101.587,-10.985,222.167,-6.106,0.01,0.06,0.13,1.55,-0.36,       ,        ,0,2,23,75,2325,0.521,12,0.25,0.167,-0.02,9.385,0.05,7,   ,        ,       ,0,Simbad,
981,Collinder_115    , , ,101.647,1.797,210.775,-0.264,0.018,0.075,0.115,-0.2,-3.05,       ,        ,0,4,55,107,2272,0.521,11.95,0.25,0.167,-0.01,7.715,       ,    ,   ,        ,       ,0,Simbad,
983,vdBergh_85       ,n,o,101.73,1.325,211.233,-0.406,0.02,0.06,0.13,-0.73,-1.51,       ,        ,0,8,21,85,1893,0.666,11.6,0.32,0.213,0,7.685,       ,1,   ,        ,       ,0,Simbad,
984,Dolidze_49       , , ,101.76,-0.01,212.435,-0.989,0.012,0.055,0.12,-1.06,-2.17,       ,        ,0,4,23,102,2398,0.625,12.1,0.3,0.2,0.01,8.33,       ,1,   ,        ,       ,0,Simbad,
985,FSR_1057         , , ,101.79,1.965,210.691,-0.061,0.012,0.075,0.12,-1.89,-2.21,       ,        ,0,3,43,81,2910,0.562,12.5,0.27,0.18,0,9.065,0.023,12,   ,        ,       ,0,Simbad,
986,FSR_1072         , , ,101.883,0.03,212.455,-0.861,0.018,0.06,0.12,-1.29,-3.13,       ,        ,0,5,33,102,2204,0.573,11.9,0.275,0.183,-0.01,8.2,       ,    ,   ,        ,       ,0,Simbad,
987,NGC_2286         , , ,101.913,-3.155,215.306,-2.285,0.02,0.09,0.195,0.21,-1.15,       ,        ,0,7,64,202,1964,0.416,11.6,0.2,0.133,-0.02,8.64,0.012,9,   ,        ,       ,0,Simbad,
989,NGC_2281         , , ,102.075,41.08,174.897,16.878,0.04,0.18,0.405,-3.75,-7,13.3,4.11,3,7,78,193,500,0.065,8.516,0.031,0.021,-0.015,8.785,0.022,9,   ,0.13,0.11,0,Simbad,
990,Ruprecht_4       , , ,102.24,-10.51,222.028,-5.32,0.01,0.09,0.17,1.79,2.17,47.5,1,3,4,45,111,4591,0.458,13.457,0.22,0.147,0,9.005,       ,    ,   ,-0.09,0.05,3,Simbad,
991,Bochum_2         , , ,102.21,0.38,212.293,-0.41,0.015,0.05,0.1,1.37,-3.01,67,2.06,3,3,11,33,2778,0.874,12.5,0.42,0.28,0,6.665,       ,    ,   ,        ,       ,0,Simbad,
992,NGC_2298         ,g,o,102.247,-36.005,245.625,-16.009,0.03,0.08,0.115,1.8,-3.69,148.9,1.2,0,2,22,35,10815,0.139,15.215,0.067,0.045,0,10.1,       ,    ,glo,-1.545,       ,22,Simbad,
993,Berkeley_75      , , ,102.264,-23.985,234.296,-11.179,0.01,0.05,0.095,0.51,5.35,94.6,0.35,1,1,12,21,6273,0.04,14,0.019,0.013,0,9.3,       ,    ,   ,-0.22,0.2,1,Simbad,
994,Berkeley_26      , , ,102.547,5.755,207.66,2.338,0.01,0.045,0.085,-4.12,-2.98,       ,        ,0,2,12,32,2724,0.541,12.35,0.26,0.173,0,8.71,0.118,3,   ,-0.7,       ,0,Simbad,
995,ASCC_26          , , ,102.607,7.25,206.354,3.07,0.02,0.09,0.16,-3.01,-2.09,8,7.4,1,3,19,54,981,0.129,10,0.062,0.041,0,8.15,       ,1,   ,        ,       ,0,Simbad,
996,FSR_1125         , , ,102.585,-5.47,217.674,-2.74,0.012,0.067,0.11,3,0.92,       ,        ,0,3,27,58,2220,0.833,12,0.4,0.267,0,7.6,       ,    ,   ,        ,       ,0,Simbad,
997,FSR_1025         , , ,102.625,6.6,206.942,2.791,0.01,0.06,0.085,-1.65,-1.7,       ,        ,0,2,28,43,2095,0.291,11.7,0.14,0.093,0,8.6,       ,    ,irc,        ,       ,0,Simbad,
998,ESO_309-03       , , ,102.663,-42.383,251.958,-18.039,0.015,0.06,0.11,0.07,-0.35,       ,        ,0,2,13,26,2057,0.416,11.7,0.2,0.133,0,9.05,0.043,5,   ,        ,       ,0,Simbad,
999,Berkeley_27      , , ,102.84,5.763,207.786,2.601,0.015,0.045,0.1,-4.2,-1.52,       ,        ,0,5,21,63,5042,0.271,13.6,0.13,0.087,0,9.3,       ,    ,   ,        ,       ,0,Simbad,
1000,NGC_2301         , , ,102.945,0.465,212.552,0.283,0.035,0.17,0.26,-0.71,-4.07,39.6,12.35,2,14,210,357,805,0.062,9.549,0.03,0.02,-0.03,8.35,       ,    ,   ,0.06,0.06,2,Simbad,
1001,NGC_2302         , , ,102.967,-7.08,219.284,-3.131,0.02,0.08,0.17,-0.2,-1.96,       ,        ,0,7,45,149,1310,0.2,10.651,0.096,0.064,0,8.35,       ,    ,   ,        ,       ,0,Simbad,
1002,Berkeley_28      , , ,103.035,2.91,210.417,1.477,0.01,0.075,0.12,-0.49,-2.56,       ,        ,0,1,36,85,1964,0.729,11.7,0.35,0.233,0,7.535,       ,1,   ,        ,       ,0,Simbad,
1003,FSR_1051         , , ,103.035,3.655,209.753,1.816,0.02,0.09,0.165,0.13,-1.92,       ,        ,0,2,46,131,1180,0.437,10.5,0.21,0.14,0,8.79,       ,    ,irc,        ,       ,0,Simbad,
1004,Alessi_59        , , ,103.087,2.19,211.082,1.196,0.015,0.055,0.11,0.85,-2.37,       ,        ,0,8,33,95,3511,0.77,12.975,0.37,0.247,0,7,       ,    ,   ,        ,       ,0,Simbad,
1005,FSR_1191         , , ,103.12,-13.235,224.864,-5.77,0.012,0.07,0.11,0.9,0.33,       ,        ,0,2,25,44,3361,0.521,12.8,0.25,0.167,0,9.1,       ,    ,   ,        ,       ,0,Simbad,
1006,Ruprecht_149     , , ,103.12,-23.658,234.332,-10.331,0.02,0.06,0.13,-0.37,1.63,       ,        ,0,4,14,49,3969,0.021,13,0.01,0.007,0,9.3,       ,    ,dub,        ,       ,0,Simbad,
1007,FSR_1085         , , ,103.309,-0.19,213.301,0.308,0.02,0.045,0.1,-0.87,0.39,       ,        ,0,11,32,88,1429,0.079,10.801,0.038,0.025,0,8.735,0.073,2,irc,        ,       ,0,Simbad,
1008,Berkeley_29      , , ,103.26,16.93,197.939,7.969,0.018,0.06,0.11,1.12,-3.93,28.4,1.13,11,6,15,39,10797,0.104,15.2,0.05,0.033,0,9.1,       ,    ,   ,-0.31,0.03,6,Simbad,
1009,ASCC_27          , , ,103.485,-4.39,217.12,-1.45,0.03,0.125,0.24,-1.84,-2.6,       ,        ,0,3,53,193,1159,0.09,10.349,0.043,0.029,0,8.7,       ,    ,   ,        ,       ,0,Simbad,
1010,DC_4             , , ,103.522,-13.555,225.328,-5.563,0.01,0.035,0.075,4.88,-3.34,       ,        ,0,3,8,23,2304,0.583,12,0.28,0.187,0.02,8.7,       ,    ,   ,        ,       ,0,Simbad,
1011,ASCC_28          , , ,103.575,-0.15,213.387,0.563,0.02,0.12,0.27,-2.39,-0.3,22.7,1.8,1,3,46,204,946,0.062,9.9,0.03,0.02,0,8.49,0.002,2,   ,        ,       ,0,Simbad,
1012,FSR_1029         , , ,103.515,6.725,207.232,3.636,0.012,0.065,0.125,0.78,-3.98,       ,        ,0,1,23,77,1905,0.312,11.5,0.15,0.1,0,8.93,       ,    ,irc,        ,       ,0,Simbad,
1013,ASCC_29          , , ,103.582,-1.69,214.761,-0.133,0.02,0.105,0.21,-0.18,0.07,13.5,10,1,4,24,91,826,0.05,9.601,0.024,0.016,0,8.06,       ,    ,   ,        ,       ,0,Simbad,
1014,NGC_2306         ,s,c,103.605,-7.205,219.683,-2.624,0.02,0.11,0.22,0.5,-0.1,       ,        ,0,3,47,169,1249,0.052,10.5,0.025,0.017,-0.015,9,       ,    ,   ,        ,       ,0,Simbad,
1015,FSR_1197         , , ,103.624,-13.658,225.465,-5.521,0.018,0.06,0.105,2.36,-2.17,       ,        ,0,3,17,39,1634,0.416,11.2,0.2,0.133,0,9,       ,    ,   ,        ,       ,0,Simbad,
1016,BDSB_88          , , ,103.642,-4.53,217.316,-1.374,0.015,0.05,0.085,0.73,0.69,       ,        ,0,3,17,42,1791,0.416,11.399,0.2,0.133,0,7.4,       ,    ,irc,        ,       ,0,Simbad,
1017,FSR_1279         , , ,103.669,-26.795,237.439,-11.209,0.018,0.095,0.18,-0.45,3.24,       ,        ,0,2,21,60,2237,0.781,12,0.375,0.25,0,8.75,       ,    ,   ,        ,       ,0,Simbad,
1018,Collinder_121    ,a,o,103.642,-24.325,235.152,-10.184,0.03,0.215,0.475,-3.53,4.86,31.4,3.95,2,2,56,205,1096,0.062,10.219,0.03,0.02,0,7.08,       ,    ,   ,        ,       ,0,Simbad,
1019,NGC_2304         , , ,103.8,17.98,197.211,8.89,0.022,0.08,0.15,-0.67,-3,43.4,0.35,2,10,32,63,3896,0.146,13,0.07,0.047,0,8.835,       ,    ,   ,-0.32,       ,0,Simbad,
1020,Ruprecht_5       , , ,103.809,-18.6,230,-7.558,0.01,0.045,0.085,1.37,1.45,       ,        ,0,2,11,27,4712,0.416,13.5,0.2,0.133,0,9.15,       ,    ,   ,        ,       ,0,Simbad,
1022,FSR_0866         , , ,103.815,29.73,186.329,13.822,0.02,0.1,0.18,-1.19,-1,0.7,20.26,3,4,71,148,1664,0.291,11.2,0.14,0.093,0,9.2,       ,    ,   ,        ,       ,0,Simbad,
1023,FSR_1172         , , ,103.908,-11.03,223.234,-4.091,0.018,0.06,0.11,-0.94,3.06,       ,        ,0,9,31,57,2290,0.625,12,0.3,0.2,0,8.8,       ,    ,   ,        ,       ,0,Simbad,
1024,SAI_72           , , ,103.95,0.222,213.227,1.066,0.015,0.05,0.095,-1.47,-0.57,       ,        ,0,5,20,57,3239,0.77,12.8,0.37,0.247,0,8.485,       ,    ,   ,        ,       ,0,Simbad,
1025,Ruprecht_6       ,r,o,103.98,-13.28,225.281,-5.042,0.01,0.04,0.08,0.66,1.21,       ,        ,0,2,10,36,5919,0.431,14,0.207,0.138,-0.04,9.3,       ,    ,dub,-0.38,       ,0,Simbad,
1026,NGC_2309         , , ,104.02,-7.175,219.844,-2.244,0.03,0.09,0.21,1.58,-1.23,       ,        ,0,16,56,162,2384,0.354,12,0.17,0.113,0,8.735,0.044,12,   ,        ,       ,0,Simbad,
1027,FSR_0860         , , ,104.163,30.478,185.745,14.396,0.02,0.065,0.115,1.13,-4.39,-13.7,2.5,1,9,22,44,2695,0.146,12.2,0.07,0.047,0,9.3,       ,    ,   ,        ,       ,0,Simbad,
1028,ASCC_30          , , ,104.257,-6.215,219.096,-1.597,0.015,0.095,0.15,-2.4,-0.01,       ,        ,0,3,30,54,814,0.146,9.6,0.07,0.047,0,8.245,       ,1,   ,        ,       ,0,Simbad,
1030,BDSB_93          , , ,104.295,-8.19,220.872,-2.463,0.02,0.065,0.125,3.26,0.21,       ,        ,0,2,12,45,2173,0.666,11.9,0.32,0.213,-0.1,6.5,       ,    ,   ,        ,       ,0,Simbad,
1031,FSR_1144         , , ,104.316,-6.637,219.498,-1.737,0.012,0.065,0.13,0.84,0.81,       ,        ,0,5,40,131,1737,0.312,11.299,0.15,0.1,0,8.18,       ,    ,irc,        ,       ,0,Simbad,
1032,Berkeley_31      , , ,104.395,8.298,206.219,5.124,0.02,0.05,0.11,-1.06,-5.13,61,3.75,17,2,19,66,6242,0.073,14,0.035,0.023,-0.015,9.3,       ,    ,   ,-0.4,0.16,17,Simbad,
1033,Berkeley_33      , , ,104.46,-13.22,225.439,-4.598,0.01,0.05,0.125,0.23,1.82,76.6,0.5,5,1,19,63,4785,0.312,13.5,0.15,0.1,0,9.04,0.024,4,   ,-0.26,0.05,5,Simbad,
1034,Berkeley_30      , , ,104.449,3.217,210.786,2.874,0.02,0.07,0.13,1.27,-0.75,       ,        ,0,4,18,37,4983,0.521,13.655,0.25,0.167,0,8.495,       ,    ,   ,        ,       ,0,Simbad,
1035,NGC_2311         , , ,104.445,-4.61,217.752,-0.699,0.025,0.1,0.235,-0.85,2.89,       ,        ,0,7,40,134,2221,0.208,11.8,0.1,0.067,0,8.815,0.036,7,   ,        ,       ,0,Simbad,
1036,FSR_1159         , , ,104.478,-8.745,221.449,-2.554,0.015,0.06,0.1,2.3,-0.85,       ,        ,0,3,15,36,1296,0.583,10.751,0.28,0.187,0,7.45,       ,    ,   ,        ,       ,0,Simbad,
1037,Berkeley_32      , , ,104.527,6.435,207.947,4.402,0.018,0.065,0.125,0.55,-2.32,101,3.3,10,12,50,129,4996,0.021,13.5,0.01,0.007,0,9.45,       ,    ,   ,-0.29,0.04,9,Simbad,
1038,FSR_1080         , , ,104.565,0.884,212.918,1.915,0.02,0.09,0.15,-1.99,-4.54,       ,        ,0,7,47,122,1753,0.562,11.4,0.27,0.18,0,8.37,       ,    ,irc,        ,       ,0,Simbad,
1039,Mon_OB3          ,a,o,104.655,-4.335,217.603,-0.387,0.03,0.14,0.26,-0.8,1.75,27,        ,1,2,107,351,2120,0.833,11.9,0.4,0.267,0.05,7.94,       ,    ,ass,        ,       ,0,Simbad,
1040,FSR_1164         , , ,104.67,-9.165,221.91,-2.577,0.01,0.065,0.1,2.03,2.1,       ,        ,0,1,23,49,1614,0.5,11.2,0.24,0.16,0,8.87,       ,    ,   ,        ,       ,0,Simbad,
1041,IRAS_06562-0337  , , ,104.683,-3.685,217.038,-0.065,0.017,0.05,0.1,0.51,2.57,53,        ,0,3,8,21,6091,0.937,14.225,0.45,0.3,0.03,7.7,       ,    ,irc,        ,       ,0,Simbad,
1042,FSR_1129         , , ,104.692,-4.93,218.15,-0.625,0.015,0.075,0.135,-0.11,1.31,       ,        ,0,4,29,74,1881,0.708,11.6,0.34,0.227,0.03,8.385,       ,    ,   ,        ,       ,0,Simbad,
1043,NGC_2312         , , ,104.7,10.28,204.573,6.281,0.01,0.05,0.11,-0.9,-2.8,       ,        ,0,1,13,39,2436,0.208,12,0.1,0.067,-0.01,8.81,       ,    ,non,        ,       ,0,Simbad,
1044,FSR_1195         , , ,104.82,-12.95,225.356,-4.163,0.02,0.09,0.165,0.36,2.6,       ,        ,0,4,47,114,3150,0.958,12.8,0.46,0.307,0,8.2,       ,    ,   ,        ,       ,0,Simbad,
1047,IRAS_06567-0355  , , ,104.82,-3.97,217.354,-0.074,0.015,0.09,0.15,0.41,4.36,39.6,        ,0,3,61,143,1943,0.645,11.65,0.31,0.207,-0.02,7.35,       ,    ,irc,        ,       ,0,Simbad,
1048,FSR_1163         , , ,104.835,-9.083,221.911,-2.394,0.012,0.045,0.09,6.18,1.74,       ,        ,0,6,22,60,1706,0.437,11.301,0.21,0.14,0,9.15,       ,    ,irc,        ,       ,0,Simbad,
1050,NGC_2318         , , ,104.869,-13.662,226.014,-4.442,0.012,0.075,0.125,0.54,2.43,       ,        ,0,2,35,77,1713,0.437,11.309,0.21,0.14,0,8.75,       ,    ,non,        ,       ,0,Simbad,
1051,FSR_1185         ,r,c,104.902,-11.974,224.52,-3.649,0.01,0.06,0.1,2.15,1.01,       ,        ,0,1,26,56,5374,1.083,14,0.52,0.347,0,9.1,       ,    ,   ,        ,       ,0,Simbad,
1052,Sh2_287C         , , ,104.902,-4.667,218.011,-0.319,0.015,0.03,0.06,-0.01,1.96,       ,        ,0,3,7,23,3344,1.145,12.99,0.55,0.367,0,6.9,       ,    ,emb,        ,       ,0,Simbad,
1053,BDSB_90          , , ,104.91,-4.86,218.186,-0.401,0.01,0.035,0.075,0.85,-0.34,41,        ,1,2,9,40,2661,0.854,12.4,0.41,0.273,0,7.2,       ,    ,irc,        ,       ,0,Simbad,
1055,Ivanov_9         , , ,104.932,-4.067,217.491,-0.018,0.01,0.06,0.11,0.44,3.48,42.4,        ,0,3,27,60,2839,0.729,12.5,0.35,0.233,-0.02,6.5,       ,    ,   ,        ,       ,0,Simbad,
1056,FSR_1171         , , ,105.045,-10.323,223.111,-2.774,0.01,0.04,0.085,4.7,-1.26,       ,        ,0,2,14,44,4933,0.729,13.7,0.35,0.233,0,9.2,       ,    ,irc,        ,       ,0,Simbad,
1057,Wit_1            , , ,105.094,-5.83,219.133,-0.681,0.015,0.085,0.17,-0.38,-1.97,5,        ,1,1,12,47,1952,0.458,11.6,0.22,0.147,-0.05,6.35,       ,    ,   ,        ,       ,0,Simbad,
1058,Berkeley_34      , , ,105.09,-0.235,214.154,1.872,0.01,0.045,0.11,-2.68,-2.16,       ,        ,0,2,15,58,7279,0.45,14.455,0.216,0.144,0,9.45,       ,    ,   ,        ,       ,0,Simbad,
1060,Tombaugh_1       , , ,105.124,-20.565,232.33,-7.314,0.025,0.1,0.2,-0.99,3.97,       ,        ,0,16,84,188,2642,0.281,12.2,0.135,0.09,-0.03,9.065,0.02,26,   ,        ,       ,0,Simbad,
1061,Ivanov_4         , , ,105.157,-8.84,221.84,-2,0.01,0.075,0.155,5.19,-1.15,       ,        ,0,1,29,115,2025,0.521,11.7,0.25,0.167,0,8.3,0.055,2,   ,        ,       ,0,Simbad,
1062,FSR_0843         ,r,c,105.135,35.07,181.662,16.907,0.03,0.1,0.195,-1.85,-5.03,       ,        ,0,3,20,58,1155,0.271,10.4,0.13,0.087,0,9.15,       ,    ,   ,        ,       ,0,Simbad,
